train_acc,train_loss,val_acc,val_loss
0.025199999999999997,4.416204,0.0288,6.372162
0.039031578947368424,4.255877,0.0408,4.614026
0.04873684210526316,4.1463804,0.04,4.733444
0.057284210526315806,4.078816,0.07200000000000001,3.9989762
0.06738947368421054,4.0124903,0.068,4.025281
0.0737684210526316,3.9526305,0.092,3.927006
0.0816842105263158,3.9120438,0.07,3.8992155
0.08393684210526317,3.8793266,0.0636,4.3754683
0.09484210526315791,3.8417327,0.0776,3.8825998
0.09835789473684213,3.8087308,0.0984,3.8070362
0.10589473684210529,3.7790358,0.068,4.626111
0.10993684210526317,3.7476287,0.1208,3.6931596
0.11623157894736842,3.7097888,0.1296,3.7799995
0.12117894736842107,3.6751852,0.1308,3.7095554
0.12863157894736843,3.6414723,0.12960000000000002,3.6284187
0.1300421052631579,3.6217978,0.12120000000000002,3.6821957
0.13673684210526316,3.5924268,0.126,3.664799
0.14239999999999997,3.5644474,0.1552,3.5578701
0.14844210526315788,3.524651,0.1356,3.594049
0.1526736842105263,3.5029712,0.1256,3.7105548
0.1567578947368421,3.4752088,0.15,3.6702735
0.16143157894736843,3.4479513,0.10799999999999998,4.0253687
0.1702736842105263,3.4144483,0.19080000000000003,3.3410866
0.1732842105263158,3.3945096,0.17240000000000003,3.4447763
0.17633684210526318,3.3729882,0.18600000000000003,3.3532805
0.18046315789473685,3.3484263,0.17800000000000002,3.3521357
0.18122105263157895,3.3334098,0.1596,3.7798796
0.18597894736842105,3.305078,0.18840000000000004,3.3017905
0.1916421052631579,3.2899325,0.19880000000000003,3.2796907
0.19680000000000003,3.2625237,0.19160000000000005,3.3320544
0.19976842105263157,3.2380655,0.19959999999999997,3.273342
0.20313684210526317,3.2228086,0.168,3.6273437
0.20353684210526318,3.204307,0.2152,3.2141235
0.2097263157894737,3.1830573,0.16040000000000001,3.7343457
0.21178947368421053,3.1727514,0.1636,3.6467562
0.21200000000000005,3.1604683,0.1628,3.667298
0.21614736842105267,3.1420476,0.19760000000000003,3.3126223
0.21962105263157897,3.1186662,0.20560000000000003,3.3654096
0.22189473684210528,3.114466,0.23119999999999996,3.1237388
0.22610526315789475,3.0929165,0.188,3.499924
0.22898947368421055,3.0782123,0.23199999999999996,3.0829663
0.2306526315789474,3.0687068,0.2164,3.2685332
0.23309473684210527,3.048617,0.14880000000000002,4.0329967
0.23511578947368422,3.040187,0.19640000000000002,3.3446767
0.23816842105263156,3.0260952,0.2328,3.1323423
0.24181052631578948,3.0023267,0.22040000000000004,3.1213202
0.24528421052631577,2.9901211,0.2532,3.003678
0.24534736842105262,2.9754307,0.2148,3.2113287
0.24970526315789476,2.9587843,0.24760000000000001,3.0061362
0.25286315789473685,2.9452739,0.23160000000000003,3.0026236
0.2533684210526316,2.934505,0.2536,2.9703662
0.25675789473684213,2.9190617,0.2568,2.9489384
0.2637894736842106,2.8990285,0.24999999999999997,2.985407
0.2615578947368421,2.8863626,0.24960000000000002,2.966896
0.2677473684210526,2.877436,0.24200000000000002,3.0468316
0.26833684210526315,2.863331,0.22399999999999998,3.1984055
0.2692842105263158,2.8559575,0.2692,2.8738873
0.2707368421052631,2.8442054,0.228,3.165271
0.2736210526315789,2.830361,0.2736,2.8319418
0.2777052631578948,2.819789,0.284,2.8643732
0.2789473684210526,2.8088229,0.2572,3.0537984
0.2831368421052632,2.7983487,0.268,2.899022
0.2810526315789474,2.7864277,0.25,3.0244675
0.2851157894736842,2.7738853,0.2596,2.940938
0.28654736842105266,2.758797,0.27520000000000006,2.8534374
0.292,2.7492716,0.2748,2.878113
0.29389473684210526,2.7420578,0.28400000000000003,2.7975192
0.2930105263157895,2.7367506,0.28840000000000005,2.7812514
0.2957684210526315,2.720713,0.2836,2.779727
0.29800000000000004,2.7203357,0.2648,2.9342968
0.30035789473684216,2.7032118,0.2776,2.8421388
0.3002526315789474,2.6985888,0.2932,2.7611349
0.30292631578947365,2.6920822,0.28600000000000003,2.7749212
0.30197894736842107,2.687275,0.27840000000000004,2.8235416
0.30724210526315787,2.6699927,0.2928,2.7751827
0.3089894736842105,2.66306,0.29480000000000006,2.7646875
0.3085473684210526,2.6612053,0.28680000000000005,2.8059452
0.3100842105263158,2.6553223,0.29480000000000006,2.7456286
0.31149473684210527,2.6490552,0.2992,2.7476401
0.31547368421052635,2.6409163,0.2984,2.7209659
0.31307368421052634,2.632731,0.29919999999999997,2.7388914
0.3160210526315789,2.627399,0.30000000000000004,2.7202814
0.3174736842105263,2.63042,0.30079999999999996,2.7178879
0.31907368421052634,2.6127455,0.3004,2.76826
0.3193684210526316,2.6158032,0.2996,2.7337382
0.3186315789473685,2.6101391,0.30720000000000003,2.7112162
0.32004210526315785,2.6044955,0.3032,2.7222335
0.3213473684210526,2.604037,0.3084,2.6974301
0.32212631578947365,2.5925922,0.3068,2.7004583
0.3250315789473684,2.5966964,0.3008,2.7075043
0.3238315789473684,2.596323,0.3048,2.7126443
0.32421052631578945,2.5912337,0.31,2.7060423
0.3251578947368421,2.5845122,0.3048,2.7021887
0.3221684210526316,2.58676,0.30879999999999996,2.7025757
0.3243789473684211,2.5826752,0.31,2.6981416
0.3238947368421053,2.5807452,0.30400000000000005,2.7015634
0.32633684210526315,2.5820134,0.3068,2.6953118
0.32439999999999997,2.5825784,0.3072,2.7004917
0.32650526315789474,2.581102,0.31200000000000006,2.6962142
0.3264421052631579,2.577164,0.308,2.6994185
