train_acc,train_loss,val_acc,val_loss
0.0332,4.332797,0.0616,4.046092
0.0780842105263158,3.970492,0.11,3.8059359
0.12328421052631579,3.7162814,0.14920000000000003,3.5461686
0.1579157894736842,3.501133,0.17559999999999998,3.393095
0.18639999999999998,3.3412817,0.1892,3.304036
0.21103157894736843,3.2004733,0.22,3.128444
0.22873684210526318,3.0820105,0.2336,3.0868032
0.2517684210526316,2.9623516,0.26880000000000004,2.9036942
0.2699789473684211,2.8660553,0.264,2.958727
0.2894736842105263,2.7804496,0.2888,2.8301861
0.3065894736842105,2.700273,0.3064,2.723313
0.31886315789473685,2.6330478,0.3204,2.6827576
0.3301263157894737,2.5853853,0.324,2.6288474
0.34494736842105267,2.5174754,0.336,2.577272
0.35256842105263153,2.4729667,0.34720000000000006,2.505868
0.3649263157894737,2.426783,0.35879999999999995,2.49771
0.36924210526315787,2.393327,0.3676,2.4496844
0.3802315789473685,2.3559892,0.36800000000000005,2.459463
0.3849052631578947,2.319556,0.3812,2.3909776
0.3911368421052631,2.2925868,0.374,2.4449587
0.3966736842105263,2.263064,0.3704,2.427627
0.40359999999999996,2.2355936,0.38919999999999993,2.3253155
0.4110736842105263,2.2087755,0.39759999999999995,2.340209
0.4155157894736842,2.1833913,0.3992,2.271024
0.4180421052631579,2.1671314,0.39599999999999996,2.325407
0.42461052631578955,2.135522,0.4004,2.2858725
0.42774736842105265,2.1285543,0.4,2.3157797
0.43225263157894733,2.1109817,0.40519999999999995,2.296756
0.4398526315789474,2.0802917,0.4096,2.2222967
0.4400210526315789,2.0732865,0.43160000000000004,2.1851554
0.4442105263157895,2.0558364,0.4144,2.2183795
0.44995789473684217,2.0355382,0.4176,2.19085
0.45307368421052635,2.0139534,0.42800000000000005,2.227404
0.45570526315789484,2.0082736,0.4200000000000001,2.1818376
0.4578315789473684,1.994747,0.4252,2.1635795
0.4610736842105263,1.9759535,0.42,2.1699653
0.4650947368421053,1.9609923,0.4236,2.182391
0.4653684210526316,1.9511899,0.4336,2.1365986
0.46671578947368425,1.9397312,0.43320000000000003,2.148114
0.4705894736842105,1.9339274,0.4228,2.1338198
0.47741052631578945,1.9158036,0.43360000000000004,2.1268816
0.47774736842105264,1.9064778,0.4276,2.1349037
0.4826736842105263,1.8920072,0.4496,2.1169872
0.4834947368421053,1.8799736,0.44199999999999995,2.1075149
0.48760000000000003,1.8666428,0.44800000000000006,2.116306
0.4883368421052632,1.866926,0.44439999999999996,2.085772
0.4920842105263158,1.8517426,0.4412,2.1648731
0.49077894736842104,1.8492808,0.45160000000000006,2.1206713
0.49296842105263156,1.8351287,0.4472,2.1223807
0.49715789473684213,1.822804,0.4488,2.0829782
0.49955789473684215,1.8168837,0.444,2.0908697
0.5018736842105264,1.8082389,0.442,2.1100504
0.5005684210526316,1.8037885,0.456,2.0694487
0.502821052631579,1.785415,0.4508,2.1093714
0.506821052631579,1.785386,0.4404,2.089237
0.5099157894736842,1.7698148,0.4596,2.008745
0.5104210526315789,1.7644935,0.4532,2.051612
0.5101894736842105,1.7577372,0.4656,2.0692666
0.5141052631578947,1.7485633,0.45840000000000003,2.0641813
0.5155789473684211,1.7493881,0.4744,2.000719
0.5186105263157895,1.7374558,0.46879999999999994,2.0608168
0.5186947368421052,1.7338477,0.46,2.0292997
0.5210947368421053,1.7246376,0.45719999999999994,2.0844567
0.5219368421052631,1.7177143,0.4632,2.0355794
0.5226315789473684,1.7160751,0.46519999999999995,2.003231
0.5242526315789474,1.7048267,0.4656,2.0198236
0.5272631578947368,1.7015359,0.478,2.0072346
0.5288842105263157,1.6902442,0.4604,2.0715804
0.5305263157894737,1.6864773,0.46879999999999994,2.014531
0.5303157894736843,1.68382,0.46159999999999995,2.0403287
0.5311157894736843,1.6736491,0.4664,2.0140603
0.5329473684210526,1.6711404,0.47239999999999993,1.9841312
0.5336631578947368,1.6722019,0.4628,2.0208766
0.5357052631578948,1.6638739,0.4708,2.0173786
0.5354526315789474,1.6584212,0.4768,2.0107937
0.5360631578947368,1.6539184,0.4704,2.0023654
0.5393684210526316,1.6526253,0.47879999999999995,1.9967052
0.5415157894736843,1.6432239,0.47919999999999996,1.9982506
0.5397894736842105,1.6483735,0.4764,1.9953576
0.5428631578947368,1.6412227,0.474,1.9830203
0.5412842105263158,1.6358739,0.482,1.9697349
0.544821052631579,1.627797,0.4804,1.9827152
0.5467368421052632,1.6220647,0.4796,1.9781694
0.5457894736842105,1.618976,0.482,1.9731612
0.5458526315789475,1.6221728,0.48,1.9764242
0.5467368421052632,1.6194682,0.4836,1.97088
0.5489894736842105,1.6144274,0.4775999999999999,1.96872
0.5470947368421053,1.6130568,0.4808,1.9622245
0.5458105263157894,1.6153356,0.4815999999999999,1.9655362
0.5512631578947369,1.6060723,0.48200000000000004,1.974772
0.5509052631578948,1.6091702,0.4792,1.9849619
0.548021052631579,1.607309,0.4836,1.97082
0.5533263157894737,1.6005259,0.48080000000000006,1.9846686
0.5500631578947368,1.6048012,0.488,1.9714476
0.5494947368421053,1.6034689,0.48239999999999994,1.9771037
0.5487368421052631,1.60421,0.4832000000000001,1.9715179
0.5522105263157894,1.5973216,0.48,1.9742638
0.5520631578947369,1.5998358,0.48519999999999996,1.9770207
0.5497894736842106,1.6000282,0.4800000000000001,1.973379
0.5517052631578947,1.5950968,0.4824,1.9759346
