train_acc,train_loss,val_acc,val_loss
0.00968421052631579,542.7248,0.013999999999999999,2021419.4
0.010210526315789474,219121.8,0.0048,6966.6523
0.011326315789473686,4307.503,0.0132,2555.67
0.01128421052631579,1844.4188,0.0064,3726.249
0.013621052631578949,1232.6014,0.012400000000000001,540.9985
0.012189473684210526,745.4076,0.014000000000000002,554.2904
0.011726315789473685,669.77893,0.0076,1105.5502
0.011915789473684211,715.0041,0.0164,529.9653
0.01071578947368421,4182305.8,0.012000000000000002,470040.28
0.010589473684210527,275307.0,0.0076,179416.22
0.010063157894736842,115686.875,0.0144,68095.93
0.009789473684210527,49400.57,0.0104,45870.773
0.010063157894736843,39645.023,0.008400000000000001,40420.94
0.009600000000000001,37919.867,0.011600000000000001,25877.443
0.009873684210526316,29650.057,0.0104,24126.57
0.010042105263157894,27313.957,0.0108,22866.648
0.009957894736842105,17115.059,0.014000000000000002,11502.241
0.009915789473684213,13738.24,0.0108,11870.233
0.00911578947368421,40507.496,0.0076,157454.55
0.010505263157894738,32611.834,0.0096,20640.008
0.009936842105263157,11338.076,0.01,9070.315
0.009936842105263159,8375.431,0.0092,7043.444
0.010042105263157894,6577.5737,0.0116,13518.537
0.009621052631578949,6111.4097,0.011600000000000001,2568.947
0.009852631578947368,3747.7278,0.0108,4823.307
0.009936842105263157,3253.8816,0.0108,2357.2717
0.010105263157894739,51384.277,0.0104,128603.44
0.010610526315789475,455281.0,0.011600000000000001,62930.12
0.009600000000000001,36915.344,0.01,63035.95
0.01031578947368421,30596.307,0.0092,19877.96
0.010294736842105261,49989.17,0.01,16591.59
0.009221052631578948,13110.171,0.01,26379.8
0.009263157894736843,14991.697,0.0104,28294.287
0.009726315789473682,16741.053,0.01,10090.346
0.010442105263157895,11668.479,0.008,6434.004
0.00983157894736842,366922.38,0.011200000000000002,150022.95
0.009726315789473684,58467.44,0.012800000000000002,26820.33
0.010568421052631578,22638.197,0.012000000000000002,14746.28
0.009010526315789472,231112.42,0.0072,49502.324
0.009663157894736842,30968.021,0.006400000000000001,20472.736
0.00983157894736842,20844.867,0.011200000000000002,19745.096
0.009957894736842107,15276.699,0.007200000000000001,28124.928
0.009873684210526316,18180.871,0.0088,20929.361
0.009789473684210527,18302.629,0.01,23627.047
0.009768421052631579,16482.34,0.0076,9833.402
0.010273684210526315,14996.567,0.0104,11769.894
0.008926315789473685,13217.514,0.0128,10743.638
0.009010526315789474,15994.725,0.011200000000000002,11410.865
0.010042105263157896,10531.326,0.0104,5633.6333
0.01,15058.452,0.0136,19031.1
0.009726315789473682,13362.828,0.0108,14770.855
0.010168421052631578,9083.523,0.009600000000000001,6217.226
0.010294736842105265,5703.6787,0.0072,3398.7144
0.009326315789473686,28238.895,0.012,20295.629
0.010063157894736845,7322.55,0.0096,4437.4995
0.009600000000000001,4740.079,0.0096,14442.093
0.009873684210526316,5596.6733,0.0076,2636.3982
0.009621052631578949,2046.9515,0.0104,1392.0061
0.01,2248.8408,0.009600000000000001,2154.1
0.01063157894736842,2508.9353,0.01,1431.1848
0.010105263157894739,2931.66,0.0096,3181.9128
0.010357894736842106,9791.324,0.011600000000000001,21726.164
0.01031578947368421,4343.8745,0.01,1802.5363
0.010231578947368421,2198.4058,0.0108,1706.5927
0.009536842105263156,1783.978,0.009600000000000001,1458.4878
0.010273684210526317,1459.2389,0.008400000000000001,1066.8917
0.009957894736842107,2179.5906,0.0096,1171.5077
0.010336842105263158,1494.9592,0.01,1117.3163
0.008905263157894736,1181.8757,0.011200000000000002,1073.8369
0.009178947368421052,916.65955,0.011200000000000002,2245.7678
0.010610526315789473,842.2948,0.0104,545.49084
0.010084210526315791,621.1264,0.0072,890.87445
0.009326315789473684,897.22754,0.011200000000000002,501.58008
0.010021052631578946,591.1411,0.008400000000000001,680.17053
0.010021052631578946,645.85223,0.011600000000000001,743.9524
0.01056842105263158,582.34143,0.013600000000000001,402.45074
0.010463157894736843,358.5962,0.009600000000000001,312.28934
0.009915789473684211,462.76462,0.009600000000000001,316.95364
0.010778947368421053,423.86514,0.008400000000000001,338.88098
0.009705263157894738,263.48224,0.006800000000000001,228.46469
0.010336842105263158,347.6238,0.013600000000000001,258.18594
0.01048421052631579,213.9747,0.0104,606.424
0.010021052631578946,231.57315,0.0076,190.19696
0.00911578947368421,166.59178,0.0088,126.45807
0.010126315789473685,158.5646,0.01,122.01747
0.009452631578947369,129.81339,0.012000000000000002,119.67398
0.0104,100.10948,0.0124,95.86151
0.009936842105263159,97.701645,0.0096,118.30876
0.010063157894736843,74.87388,0.0104,87.53917
0.009978947368421053,57.96855,0.0088,49.238876
0.010778947368421053,44.43175,0.0092,51.238487
0.010736842105263157,39.89214,0.0092,25.80135
0.00911578947368421,23.0469,0.0092,29.14189
0.009621052631578949,13.942936,0.0092,14.274197
0.010210526315789474,7.9984603,0.012400000000000001,6.9825535
0.010463157894736843,6.2587886,0.0092,5.7910676
0.01063157894736842,5.2164927,0.0144,5.61586
0.011473684210526316,4.833151,0.0128,4.752919
0.011157894736842106,4.7162733,0.011600000000000001,4.7165403
0.011052631578947368,4.6323137,0.008400000000000001,4.694191
